,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
3188,23.7,83.9,515.0,464.0,22.6,97.3,481.0,258.0,0.0,,,,,,,,,,,,,,,,23.6,25.0,0.7,12.7,2018-06-18 21:35:00
3189,23.8,84.1,743.0,466.0,22.7,97.4,644.0,27.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.7,2018-06-18 21:40:00
3190,23.8,84.1,840.0,467.0,22.7,97.5,798.0,15.0,0.0,,,,,,,,,,,,,,,,23.6,25.3,0.7,12.7,2018-06-18 21:45:00
3191,23.8,83.9,915.0,465.0,22.6,97.5,871.0,85.0,0.8,,,,,,,,,,,,,,,,23.6,24.8,0.7,12.7,2018-06-18 21:50:00
3192,23.9,83.9,904.0,467.0,22.7,97.5,920.0,93.0,0.6,,,,,,,,,,,,,,,,23.6,25.6,0.7,12.7,2018-06-18 21:55:00
3193,23.9,83.8,950.0,464.0,22.8,97.6,1075.0,184.0,0.0,,,,,,,,,,,,,,,,23.6,25.7,0.7,12.7,2018-06-18 22:00:00
3194,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 22:04:35
3195,23.9,84.1,1180.0,463.0,22.7,97.6,1240.0,167.0,0.4,,,,,,,,,,,,,,,,23.7,25.3,0.7,12.7,2018-06-18 22:05:00
3196,24.1,84.2,1313.0,465.0,22.9,97.6,1385.0,206.0,0.0,,,,,,,,,,,,,,,,23.7,25.1,0.7,12.8,2018-06-18 22:10:00
3197,24.1,83.7,1342.0,466.0,22.9,97.6,1484.0,116.0,0.5,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.8,2018-06-18 22:15:00
3198,24.1,83.6,1365.0,468.0,23.0,97.6,1537.0,63.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.7,2018-06-18 22:20:00
3199,24.1,83.5,1301.0,465.0,23.1,97.6,1454.0,22.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.8,2018-06-18 22:25:00
3200,24.1,83.3,1175.0,465.0,23.1,97.7,1326.0,331.0,0.0,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.8,2018-06-18 22:30:00
3201,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,,,,,,,,2018-06-18 22:34:52
3202,24.1,83.3,1175.0,465.0,22.9,97.7,1630.0,274.0,0.2,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.8,2018-06-18 22:35:00
3203,24.2,83.5,1658.0,464.0,23.1,97.7,2130.0,336.0,0.0,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.8,2018-06-18 22:40:00
3204,24.3,83.5,2223.0,464.0,23.0,97.6,1749.0,254.0,0.0,,,,,,,,,,,,,,,,23.7,25.8,0.7,12.8,2018-06-18 22:45:00
3205,24.3,82.8,1393.0,462.0,23.2,97.7,1419.0,178.0,0.0,,,,,,,,,,,,,,,,23.7,25.7,0.7,12.8,2018-06-18 22:50:00
3206,24.3,82.5,1203.0,461.0,23.1,97.7,1674.0,48.0,0.0,,,,,,,,,,,,,,,,23.7,25.2,0.7,12.7,2018-06-18 22:55:00
3207,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 22:59:04
3208,,,,,,,,,,,"[1, 100, 0]","[1, 100, 0]","[1, 100, 0]","[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,,,,,,,,2018-06-18 22:59:14
3209,24.3,82.7,2522.0,460.0,23.2,97.7,3027.0,334.0,0.0,,,,,,,,,,,,,,,,23.8,25.6,0.7,12.8,2018-06-18 23:00:00
3210,24.5,83.0,3340.0,461.0,23.4,97.7,4044.0,231.0,0.0,,,,,,,,,,,,,,,,24.0,25.7,0.7,12.8,2018-06-18 23:05:00
3211,24.7,82.9,4008.0,461.0,23.5,97.7,4609.0,240.0,0.0,,,,,,,,,,,,,,,,24.1,25.2,0.7,12.8,2018-06-18 23:10:00
3212,24.8,82.2,4170.0,461.0,23.7,97.8,4964.0,217.0,0.0,,,,,,,,,,,,,,,,24.1,25.0,0.7,12.8,2018-06-18 23:15:00
3213,24.8,82.2,4170.0,461.0,23.6,97.7,5205.0,151.0,0.0,,,,,,,,,,,,,,,,24.1,25.0,0.7,12.8,2018-06-18 23:20:00
3214,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 23:22:18
3215,25.5,80.2,4584.0,462.0,23.8,97.7,5435.0,262.0,0.0,,,,,,,,,,,,,,,,24.3,25.6,0.7,12.8,2018-06-18 23:25:00
3216,25.8,79.5,4469.0,462.0,23.8,97.7,4642.0,223.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.8,2018-06-18 23:30:00
3217,26.0,78.4,3179.0,462.0,23.7,97.7,3642.0,233.0,0.0,,,,,,,,,,,,,,,,24.5,25.5,0.7,12.8,2018-06-18 23:35:00
3218,26.0,78.2,2373.0,460.0,23.5,97.6,3413.0,296.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.7,2018-06-18 23:40:00
3219,26.1,76.8,3064.0,460.0,23.6,97.7,3936.0,215.0,0.0,,,,,,,,,,,,,,,,24.6,25.2,0.7,12.7,2018-06-18 23:45:00
3220,26.1,76.8,3202.0,461.0,23.8,97.7,5398.0,253.0,0.0,,,,,,,,,,,,,,,,24.6,25.2,0.7,12.7,2018-06-18 23:50:00
3221,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,,,,,,,,2018-06-18 23:52:22
3222,26.3,75.1,5391.0,459.0,23.7,97.5,9870.0,279.0,0.4,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.7,2018-06-18 23:55:00
3223,26.3,75.1,6312.0,459.0,24.4,97.7,12188.0,230.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.7,2018-06-19 00:00:00
3224,26.3,75.1,6312.0,459.0,24.6,97.6,11495.0,233.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.7,2018-06-19 00:05:00
3225,27.0,70.9,11335.0,444.0,24.6,97.3,14144.0,357.0,0.0,,,,,,,,,,,,,,,,24.8,25.7,0.7,12.3,2018-06-19 00:10:00
3226,27.5,70.0,14561.0,445.0,25.1,97.4,15550.0,53.0,0.0,,,,,,,,,,,,,,,,25.1,25.5,0.7,12.2,2018-06-19 00:15:00
3227,28.0,68.3,12718.0,444.0,25.7,97.3,13337.0,323.0,0.0,,,,,,,,,,,,,,,,25.3,25.7,0.7,12.1,2018-06-19 00:20:00
3228,28.2,67.4,9031.0,445.0,25.5,97.0,9588.0,68.0,0.0,,,,,,,,,,,,,,,,25.5,25.5,0.7,12.1,2018-06-19 00:25:00
3229,28.1,67.8,9538.0,446.0,25.5,95.0,12821.0,342.0,0.0,,,,,,,,,,,,,,,,25.2,25.7,0.7,12.0,2018-06-19 00:30:00
3230,28.4,65.8,16220.0,439.0,26.7,84.7,19697.0,330.0,0.0,,,,,,,,,,,,,,,,25.5,25.6,0.7,12.1,2018-06-19 00:35:00
3231,29.6,62.5,21565.0,438.0,29.0,75.8,21878.0,271.0,0.1,,,,,,,,,,,,,,,,26.2,25.6,0.7,12.1,2018-06-19 00:40:00
3232,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-19 00:44:53
3233,30.1,61.6,22947.0,435.0,29.8,72.9,25469.0,250.0,0.3,,,,,,,,,,,,,,,,26.6,25.5,0.7,12.0,2018-06-19 00:45:00
3234,30.8,58.2,19630.0,435.0,31.5,65.0,20431.0,252.0,0.0,,,,,,,,,,,,,,,,26.7,25.3,0.7,11.9,2018-06-19 00:50:00
3235,30.5,59.4,19077.0,434.0,30.7,68.4,23423.0,237.0,0.0,,,,,,,,,,,,,,,,26.7,25.7,0.7,11.8,2018-06-19 00:55:00
3236,30.5,59.4,19998.0,434.0,31.1,67.8,20824.0,187.0,0.0,,,,,,,,,,,,,,,,26.7,25.7,0.7,11.8,2018-06-19 01:00:00
3237,30.5,59.4,19998.0,434.0,29.8,70.7,9425.0,84.0,0.0,,,,,,,,,,,,,,,,26.7,25.7,0.7,11.8,2018-06-19 01:05:00
3238,28.4,64.7,4147.0,433.0,28.0,77.3,5322.0,90.0,0.0,,,,,,,,,,,,,,,,26.1,25.5,0.7,11.3,2018-06-19 01:10:00
3239,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-19 01:14:23
3240,,,,,,,,,,,"[1, 100, 0]","[1, 100, 0]","[1, 100, 0]","[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,,,,,,,,2018-06-19 01:14:34
3241,28.3,66.1,2926.0,436.0,26.6,84.2,2759.0,107.0,0.4,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.4,2018-06-19 01:15:00
3242,27.8,69.0,3640.0,439.0,24.5,90.8,4797.0,100.0,2.9,,,,,,,,,,,,,,,,26.0,25.2,0.7,11.3,2018-06-19 01:20:00
3243,27.6,71.4,4654.0,442.0,23.8,94.0,5766.0,86.0,0.9,,,,,,,,,,,,,,,,26.1,25.7,0.7,11.4,2018-06-19 01:25:00
3244,27.5,71.9,4308.0,438.0,23.7,95.1,4635.0,177.0,0.6,,,,,,,,,,,,,,,,26.2,25.5,0.7,11.5,2018-06-19 01:30:00
3245,27.4,72.4,2499.0,438.0,23.9,95.7,2871.0,236.0,0.0,,,,,,,,,,,,,,,,26.1,25.7,0.7,11.5,2018-06-19 01:35:00
3246,27.2,73.6,1658.0,432.0,23.6,95.9,2416.0,296.0,0.8,,,,,,,,,,,,,,,,26.1,25.2,0.7,11.4,2018-06-19 01:40:00
3247,27.2,73.6,1716.0,430.0,23.5,96.1,4114.0,272.0,0.7,,,,,,,,,,,,,,,,26.1,25.2,0.7,11.4,2018-06-19 01:45:00
3248,27.2,73.6,1716.0,430.0,23.5,96.3,2786.0,284.0,0.8,,,,,,,,,,,,,,,,26.1,25.2,0.7,11.4,2018-06-19 01:50:00
3249,26.8,74.3,2442.0,432.0,23.4,96.5,3001.0,293.0,0.6,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.5,2018-06-19 01:55:00
3250,26.7,74.9,2511.0,432.0,23.4,96.6,3256.0,278.0,0.7,,,,,,,,,,,,,,,,25.8,25.3,0.7,11.5,2018-06-19 02:00:00
3251,26.5,74.9,2695.0,432.0,23.2,96.7,2764.0,288.0,0.8,,,,,,,,,,,,,,,,25.8,25.5,0.7,11.6,2018-06-19 02:05:00
3252,26.3,75.2,1751.0,430.0,23.2,96.8,2527.0,184.0,0.9,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.5,2018-06-19 02:10:00
3253,26.2,75.6,1428.0,429.0,23.0,96.9,1650.0,211.0,0.2,,,,,,,,,,,,,,,,25.6,26.1,0.7,11.4,2018-06-19 02:15:00
3254,26.0,76.3,1589.0,430.0,22.9,96.9,1910.0,241.0,0.7,,,,,,,,,,,,,,,,25.5,26.2,0.7,11.3,2018-06-19 02:20:00
3255,25.9,77.0,1704.0,431.0,22.9,97.0,2375.0,157.0,0.4,,,,,,,,,,,,,,,,25.5,26.0,0.7,11.3,2018-06-19 02:25:00
3256,25.8,77.6,2361.0,432.0,23.0,97.1,2342.0,248.0,0.1,,,,,,,,,,,,,,,,25.5,25.6,0.7,11.3,2018-06-19 02:30:00
3257,25.8,78.0,2062.0,434.0,22.9,97.1,3127.0,287.0,0.0,,,,,,,,,,,,,,,,25.5,26.0,0.7,11.4,2018-06-19 02:35:00
3258,25.8,78.2,2465.0,434.0,23.1,97.2,4011.0,251.0,0.7,,,,,,,,,,,,,,,,25.5,25.5,0.7,11.4,2018-06-19 02:40:00
3259,25.7,78.0,4078.0,432.0,23.0,97.2,4099.0,246.0,0.9,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.4,2018-06-19 02:45:00
3260,25.7,77.9,4008.0,432.0,23.0,97.2,4177.0,286.0,1.2,,,,,,,,,,,,,,,,25.6,25.6,0.7,11.4,2018-06-19 02:50:00
3261,25.8,77.5,5944.0,429.0,23.1,97.3,6651.0,264.0,0.8,,,,,,,,,,,,,,,,25.3,25.5,0.7,11.4,2018-06-19 02:55:00
3262,25.9,77.1,5829.0,426.0,23.2,97.3,6712.0,232.0,0.7,,,,,,,,,,,,,,,,25.5,26.0,0.7,11.5,2018-06-19 03:00:00
3263,26.1,77.0,6266.0,424.0,23.3,97.3,7585.0,225.0,0.0,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.5,2018-06-19 03:05:00
3264,26.3,76.4,7096.0,425.0,23.2,97.2,6626.0,300.0,0.9,,,,,,,,,,,,,,,,25.7,25.5,0.7,11.6,2018-06-19 03:10:00
3265,26.5,75.3,5898.0,424.0,23.3,97.3,5498.0,357.0,0.8,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.6,2018-06-19 03:15:00
3266,26.7,75.3,5829.0,420.0,23.2,97.3,6640.0,331.0,0.4,,,,,,,,,,,,,,,,25.7,25.5,0.7,11.6,2018-06-19 03:20:00
3267,26.8,75.1,5529.0,422.0,23.0,97.1,6815.0,10.0,0.8,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 03:25:00
3268,26.9,74.1,5806.0,420.0,23.2,97.3,7167.0,99.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 03:30:00
3269,26.9,75.0,6128.0,419.0,23.3,97.3,6235.0,79.0,0.0,,,,,,,,,,,,,,,,25.5,25.7,0.7,11.6,2018-06-19 03:35:00
3270,26.9,73.8,5783.0,419.0,23.1,97.3,5373.0,125.0,0.0,,,,,,,,,,,,,,,,25.5,25.6,0.7,11.6,2018-06-19 03:40:00
3271,26.9,74.6,5045.0,420.0,23.0,97.3,5190.0,104.0,0.7,,,,,,,,,,,,,,,,25.5,25.7,0.7,11.6,2018-06-19 03:45:00
3272,26.9,74.6,3594.0,419.0,23.0,97.4,4259.0,135.0,0.0,,,,,,,,,,,,,,,,25.5,25.6,0.7,11.6,2018-06-19 03:50:00
3273,26.8,74.3,5783.0,423.0,23.1,97.4,6423.0,73.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 03:55:00
3274,27.0,74.8,6819.0,423.0,23.1,97.3,8480.0,323.0,0.0,,,,,,,,,,,,,,,,25.7,25.6,0.7,11.7,2018-06-19 04:00:00
3275,27.2,73.7,8893.0,420.0,23.2,97.3,10228.0,273.0,0.7,,,,,,,,,,,,,,,,25.8,25.6,0.7,11.8,2018-06-19 04:05:00
3276,27.4,73.5,8524.0,418.0,23.2,97.3,8297.0,287.0,0.4,,,,,,,,,,,,,,,,26.1,25.6,0.7,11.8,2018-06-19 04:10:00
3277,27.6,72.7,5345.0,419.0,23.3,97.4,6265.0,261.0,0.0,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.8,2018-06-19 04:15:00
3278,27.6,72.7,5345.0,419.0,23.0,97.3,6387.0,94.0,0.8,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.8,2018-06-19 04:20:00
3279,27.5,72.7,5345.0,418.0,22.9,97.3,4810.0,92.0,1.2,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.8,2018-06-19 04:25:00
3280,27.3,72.5,2004.0,418.0,22.9,97.4,2294.0,105.0,1.3,,,,,,,,,,,,,,,,25.3,26.0,0.7,11.7,2018-06-19 04:30:00
3281,27.0,72.8,3087.0,417.0,22.9,97.4,4137.0,167.0,0.4,,,,,,,,,,,,,,,,25.5,25.8,0.7,11.5,2018-06-19 04:35:00
3282,26.8,73.2,5022.0,418.0,23.0,97.5,6719.0,212.0,0.9,,,,,,,,,,,,,,,,25.6,25.6,0.7,11.5,2018-06-19 04:40:00
3283,26.7,74.0,4262.0,419.0,23.2,97.5,4114.0,263.0,0.0,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.5,2018-06-19 04:45:00
3284,26.7,74.5,2384.0,420.0,22.9,97.5,3329.0,84.0,0.4,,,,,,,,,,,,,,,,25.5,25.7,0.7,11.5,2018-06-19 04:50:00
3285,26.6,74.9,2926.0,421.0,23.2,97.5,3634.0,202.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 04:55:00
3286,26.5,75.8,3340.0,424.0,23.0,97.5,4591.0,139.0,0.0,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.6,2018-06-19 05:00:00
3287,26.6,75.5,3594.0,423.0,23.1,97.6,5061.0,225.0,0.7,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 05:05:00
3288,26.6,74.3,4815.0,420.0,23.1,97.6,6605.0,240.0,0.9,,,,,,,,,,,,,,,,25.6,25.6,0.7,11.7,2018-06-19 05:10:00
3289,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-19 05:14:50
3290,26.7,73.2,6497.0,418.0,23.1,97.6,6760.0,249.0,0.7,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 05:15:00
3291,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-19 05:19:23
3292,26.6,73.4,5852.0,420.0,23.3,97.6,5149.0,259.0,0.4,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.7,2018-06-19 05:20:00
3293,26.7,73.7,3663.0,418.0,23.2,97.6,5215.0,74.0,0.9,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.7,2018-06-19 05:25:00
3294,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-19 05:26:06
3295,26.7,74.1,3363.0,421.0,23.2,97.6,3145.0,41.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.7,2018-06-19 05:30:00
3296,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-19 05:31:18
3297,26.7,74.6,3962.0,420.0,23.3,97.6,4108.0,171.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.7,2018-06-19 05:35:00
3298,26.7,74.3,4400.0,421.0,23.1,97.6,4924.0,99.0,0.4,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.8,2018-06-19 05:40:00
3299,26.7,73.8,5114.0,421.0,23.5,97.6,6962.0,319.0,0.0,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.8,2018-06-19 05:45:00
3300,26.9,74.2,6359.0,419.0,23.5,97.6,7940.0,331.0,0.1,,,,,,,,,,,,,,,,25.7,25.6,0.7,11.8,2018-06-19 05:50:00
3301,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-19 05:50:30
3302,27.1,73.6,5091.0,416.0,23.8,97.6,5940.0,159.0,0.0,,,,,,,,,,,,,,,,25.7,25.6,0.7,11.9,2018-06-19 05:55:00
3303,27.3,73.3,5068.0,419.0,23.9,97.6,8621.0,218.0,0.0,,,,,,,,,,,,,,,,25.8,25.7,0.7,11.9,2018-06-19 06:00:00
3304,27.6,73.1,6589.0,416.0,24.0,97.6,8875.0,128.0,0.0,,,,,,,,,,,,,,,,26.0,25.7,0.7,11.9,2018-06-19 06:05:00
3305,27.8,72.9,5875.0,420.0,24.1,97.6,9405.0,144.0,0.0,,,,,,,,,,,,,,,,26.1,25.7,0.7,11.8,2018-06-19 06:10:00
3306,28.0,71.9,6727.0,418.0,24.0,97.6,10069.0,178.0,0.0,,,,,,,,,,,,,,,,26.2,25.7,0.7,11.8,2018-06-19 06:15:00
3307,28.2,71.0,7741.0,418.0,24.1,97.6,10343.0,115.0,0.0,,,,,,,,,,,,,,,,26.0,25.6,0.7,11.9,2018-06-19 06:20:00
3308,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,,,,,,,,2018-06-19 06:20:35
3309,28.2,68.9,7326.0,414.0,24.2,97.6,8791.0,85.0,0.2,,,,,,,,,,,,,,,,25.8,25.7,0.7,11.8,2018-06-19 06:25:00
3310,27.5,69.4,6773.0,415.0,24.2,97.5,8530.0,326.0,0.0,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.9,2018-06-19 06:30:00
3311,27.5,69.7,7280.0,415.0,24.2,97.5,8246.0,63.0,0.0,,,,,,,,,,,,,,,,25.8,25.7,0.7,11.8,2018-06-19 06:35:00
3312,27.2,70.7,6359.0,415.0,24.3,97.4,8863.0,45.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.7,2018-06-19 06:40:00
3313,27.2,71.1,7833.0,416.0,24.6,97.5,8112.0,13.0,0.0,,,,,,,,,,,,,,,,25.7,25.5,0.7,11.7,2018-06-19 06:45:00
3314,27.4,70.4,7004.0,414.0,24.6,97.4,8206.0,31.0,0.0,,,,,,,,,,,,,,,,25.7,25.8,0.7,11.8,2018-06-19 06:50:00
3315,27.4,71.0,8985.0,409.0,24.7,97.4,9684.0,15.0,0.0,,,,,,,,,,,,,,,,25.8,25.6,0.7,11.7,2018-06-19 06:55:00
3316,27.7,70.3,8847.0,412.0,24.9,97.4,9768.0,66.0,0.0,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.7,2018-06-19 07:00:00
3317,27.4,70.9,8939.0,413.0,24.4,97.1,10529.0,323.0,0.6,,,,,,,,,,,,,,,,26.1,25.6,0.7,11.7,2018-06-19 07:05:00
3318,27.8,70.3,8017.0,410.0,24.5,97.1,10526.0,34.0,0.5,,,,,,,,,,,,,,,,26.0,25.5,0.7,11.7,2018-06-19 07:10:00
3319,27.6,70.4,7833.0,411.0,24.9,97.3,10047.0,76.0,0.0,,,,,,,,,,,,,,,,26.1,25.7,0.7,11.6,2018-06-19 07:15:00
3320,27.9,69.9,7603.0,409.0,24.9,97.1,9457.0,2.0,0.2,,,,,,,,,,,,,,,,26.2,25.6,0.7,11.6,2018-06-19 07:20:00
3321,27.9,70.1,7096.0,409.0,24.7,97.1,9177.0,77.0,0.8,,,,,,,,,,,,,,,,26.1,25.6,0.7,11.6,2018-06-19 07:25:00
3322,27.9,70.7,5391.0,412.0,24.6,97.1,5746.0,102.0,0.0,,,,,,,,,,,,,,,,26.1,25.7,0.7,11.6,2018-06-19 07:30:00
3323,27.8,70.1,3962.0,414.0,24.4,97.1,4024.0,341.0,0.0,,,,,,,,,,,,,,,,26.0,25.6,0.7,11.6,2018-06-19 07:35:00
3324,27.4,71.3,2419.0,412.0,24.5,97.2,2668.0,311.0,0.0,,,,,,,,,,,,,,,,26.0,25.6,0.7,11.5,2018-06-19 07:40:00
3325,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-19 07:44:27
3326,,,,,,,,,,,"[1, 100, 0]","[1, 100, 0]","[1, 100, 0]","[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,,,,,,,,2018-06-19 07:44:40
3327,27.2,72.0,2373.0,417.0,24.4,97.3,3122.0,84.0,0.0,,,,,,,,,,,,,,,,25.8,25.6,0.7,11.4,2018-06-19 07:45:00
3328,26.9,73.4,2707.0,418.0,24.3,97.3,3237.0,117.0,0.0,,,,,,,,,,,,,,,,25.7,25.7,0.7,11.6,2018-06-19 07:50:00
3329,26.8,74.0,1624.0,416.0,24.1,97.4,1974.0,54.0,0.4,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 07:55:00
3330,26.6,74.7,956.0,417.0,24.0,97.4,1785.0,104.0,0.0,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.6,2018-06-19 08:00:00
3331,26.5,75.2,1376.0,416.0,23.8,97.4,1562.0,177.0,0.8,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.7,2018-06-19 08:05:00
3332,26.3,75.7,1739.0,421.0,23.4,97.5,1968.0,94.0,0.9,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.6,2018-06-19 08:10:00
3333,26.2,76.1,1808.0,420.0,23.2,97.5,2002.0,167.0,0.7,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.6,2018-06-19 08:15:00
3334,25.9,76.4,2499.0,418.0,23.2,97.6,2850.0,237.0,1.1,,,,,,,,,,,,,,,,25.7,25.8,0.7,11.8,2018-06-19 08:20:00
3335,25.9,76.1,2039.0,419.0,23.1,97.6,2546.0,237.0,0.6,,,,,,,,,,,,,,,,25.6,25.5,0.7,11.7,2018-06-19 08:25:00
3336,25.8,76.7,2568.0,417.0,23.2,97.7,3302.0,224.0,0.6,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.7,2018-06-19 08:30:00
3337,25.7,76.8,1647.0,417.0,23.2,97.7,1654.0,226.0,0.8,,,,,,,,,,,,,,,,25.5,25.6,0.7,11.7,2018-06-19 08:35:00
3338,25.6,77.0,1249.0,417.0,23.1,97.7,1476.0,209.0,0.8,,,,,,,,,,,,,,,,25.5,25.7,0.7,11.7,2018-06-19 08:40:00
3339,25.5,77.4,1117.0,419.0,22.9,97.7,1845.0,130.0,0.4,,,,,,,,,,,,,,,,25.2,25.5,0.7,11.7,2018-06-19 08:45:00
3340,25.4,77.7,1969.0,422.0,23.0,97.8,2048.0,202.0,0.5,,,,,,,,,,,,,,,,25.5,26.1,0.7,11.7,2018-06-19 08:50:00
3341,25.4,78.0,1416.0,419.0,22.9,97.8,1620.0,200.0,0.5,,,,,,,,,,,,,,,,25.3,25.7,0.7,11.8,2018-06-19 08:55:00
3342,25.4,78.4,1347.0,422.0,22.9,97.8,1575.0,266.0,1.0,,,,,,,,,,,,,,,,25.3,25.7,0.7,11.8,2018-06-19 09:00:00
3343,25.3,78.2,921.0,419.0,22.9,97.8,1195.0,265.0,0.4,,,,,,,,,,,,,,,,25.2,25.7,0.7,11.8,2018-06-19 09:05:00
3344,25.3,78.5,737.0,421.0,23.0,97.8,911.0,308.0,0.8,,,,,,,,,,,,,,,,25.2,25.6,0.7,11.8,2018-06-19 09:10:00
3345,25.2,78.5,665.0,422.0,23.0,97.8,861.0,237.0,0.0,,,,,,,,,,,,,,,,25.2,25.3,0.7,11.8,2018-06-19 09:15:00
3346,25.1,78.7,558.0,422.0,22.9,97.9,625.0,243.0,0.9,,,,,,,,,,,,,,,,25.1,25.5,0.7,11.8,2018-06-19 09:20:00
3347,25.0,78.8,486.0,420.0,22.9,97.9,636.0,225.0,0.8,,,,,,,,,,,,,,,,25.1,26.0,0.7,11.9,2018-06-19 09:25:00
3348,24.9,79.3,374.0,423.0,22.9,97.9,538.0,213.0,0.0,,,,,,,,,,,,,,,,25.0,25.3,0.7,11.9,2018-06-19 09:30:00
3349,24.9,79.4,455.0,423.0,22.9,97.9,624.0,241.0,0.0,,,,,,,,,,,,,,,,25.0,25.7,0.7,12.0,2018-06-19 09:35:00
3350,24.8,79.9,367.0,422.0,22.9,97.9,517.0,234.0,0.4,,,,,,,,,,,,,,,,25.0,25.7,0.7,12.0,2018-06-19 09:40:00
3351,24.7,80.2,311.0,425.0,22.9,98.0,460.0,248.0,0.0,,,,,,,,,,,,,,,,25.0,25.8,0.7,12.1,2018-06-19 09:45:00
3352,24.7,80.3,329.0,426.0,23.0,98.0,506.0,229.0,0.0,,,,,,,,,,,,,,,,25.0,25.7,0.7,12.1,2018-06-19 09:50:00
3353,24.7,80.4,432.0,427.0,23.0,98.0,603.0,244.0,0.0,,,,,,,,,,,,,,,,24.7,26.0,0.7,12.1,2018-06-19 09:55:00
